model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
RandomForestMSE_BAG_L1,-0.31489357415691194,-0.8517319235467629,root_mean_squared_error,0.16076207160949707,0.10162043571472168,0.5699632167816162,0.16076207160949707,0.10162043571472168,0.5699632167816162,1,True,3
WeightedEnsemble_L2,-0.3301300346461116,-0.851418761262312,root_mean_squared_error,0.4122171401977539,0.12014341354370117,4.112437009811401,0.017040729522705078,0.0005617141723632812,0.011694192886352539,2,True,4
WeightedEnsemble_L3,-0.3301300346461116,-0.851418761262312,root_mean_squared_error,0.4171791076660156,0.12009811401367188,4.113575458526611,0.022002696990966797,0.0005164146423339844,0.0128326416015625,3,True,7
LightGBM_BAG_L1,-0.7927212308625362,-1.0096854181194133,root_mean_squared_error,0.23441433906555176,0.01796126365661621,3.5307796001434326,0.23441433906555176,0.01796126365661621,3.5307796001434326,1,True,2
LightGBM_BAG_L2,-1.1176219211433815,-1.1388491175272877,root_mean_squared_error,0.5936422348022461,0.1367199420928955,6.021505117416382,0.19846582412719727,0.017138242721557617,1.920762300491333,2,True,6
LightGBMXT_BAG_L2,-1.1294721423674834,-1.1438404340168344,root_mean_squared_error,0.5761735439300537,0.1411759853363037,5.57657527923584,0.18099713325500488,0.02159428596496582,1.475832462310791,2,True,5
LightGBMXT_BAG_L1,-1.14639884804422,-1.1493511545283797,root_mean_squared_error,0.19420909881591797,0.009015798568725586,2.7483344078063965,0.19420909881591797,0.009015798568725586,2.7483344078063965,1,True,1
